C12345680_Lote1001,00000002,000011111111,110321,001,010000,000001021025,Visa                     ,20201001,200000,000001021025,000000,ARG
C12345680_Lote1001,00000003,000011111112,110322,001,010000,000000095971,Visa                     ,20201001,200001,000000095971,000000,ARG
C12345680_Lote1001,00000004,000011111113,110323,001,010000,000000180565,Visa                     ,20201001,200002,000000180565,000000,ARG
C12345680_Lote1001,00000005,000011111114,110324,001,010000,000000190670,Visa                     ,20201001,200003,000000190670,000000,ARG
C12345680_Lote1001,00000006,000011111115,110325,001,010000,000000200775,Visa                     ,20201001,200004,000000200775,000000,ARG
C12345680_Lote1001,00000007,000011111111,000000,001,005000,000000510512,Visa                     ,20201001,200005,000001021025,111111,ARG
C12345680_Lote1001,00000008,000011111112,000000,001,005000,000000047985,Visa                     ,20201001,200006,000000095971,111111,ARG
C12345680_Lote1001,00000009,000011111113,000000,001,005000,000000090282,Visa                     ,20201001,200007,000000180565,111111,ARG
C12345680_Lote1001,00000010,000011111114,000000,001,005000,000000095335,Visa                     ,20201001,200008,000000190670,111111,ARG
C12345680_Lote1001,00000011,000011111115,000000,001,005000,000000100387,Visa                     ,20201001,200009,000000200775,111111,ARG
C12345678_Lote1014,00000002,001011140000,101137,002,010000,000000214401,Mastercard               ,20201011,130000,000000214401,000000,ARG
C12345678_Lote1014,00000003,001011140001,101164,100,005000,000000303745,Visa Débito              ,20201011,130001,000000607490,000000,ARG
C12345678_Lote1014,00000004,001011140002,101116,001,010000,000000074037,Visa                     ,20201011,130002,000000074037,000000,ARG
C12345678_Lote1014,00000005,001011140003,101152,004,010000,000000761781,American Express Bancaria,20201011,130003,000000761781,000000,ARG
C12345678_Lote1014,00000006,001011140004,101132,001,010000,000000769867,Visa                     ,20201011,130004,000000769867,000000,ARG
C12345678_Lote1014,00000007,001011140005,101123,001,010000,000000683719,Visa                     ,20201011,130005,000000683719,000000,ARG
C12345678_Lote1014,00000008,001011140006,101121,001,010000,000000952775,Visa                     ,20201011,130006,000000952775,000000,ARG
C12345678_Lote1014,00000009,001011140007,015590,100,005000,000000401547,Visa Débito              ,20201011,130007,000000803095,000000,ARG
C12345678_Lote1014,00000010,001011140008,101131,001,010000,000000558603,Visa                     ,20201011,130008,000000558603,000000,ARG
C12345678_Lote1014,00000011,001011140009,101155,006,012500,000000211918,Cabal                    ,20201011,130009,000000169535,000000,ARG
C12345678_Lote1014,00000012,001011140010,101151,004,010000,000000105154,American Express Bancaria,20201011,130010,000000105154,000000,ARG
C12345678_Lote1014,00000013,001011140011,115590,001,010000,000000179432,Visa                     ,20201011,130011,000000179432,000000,ARG
C12345678_Lote1014,00000014,001011140012,101149,004,010000,000000098710,American Express Bancaria,20201011,130012,000000098710,000000,ARG
C12345678_Lote1014,00000015,001011140013,215590,006,012500,000000539405,Cabal                    ,20201011,130013,000000431524,000000,ARG
C12345678_Lote1014,00000016,001011140014,315590,002,010000,000000985467,Mastercard               ,20201011,130014,000000985467,000000,ARG
C12345678_Lote1014,00000017,001011140015,101120,001,010000,000000167425,Visa                     ,20201011,130015,000000167425,000000,ARG
C12345678_Lote1014,00000018,001011140016,101147,003,010000,000000935326,American Express Propia  ,20201011,130016,000000935326,000000,ARG
C12345678_Lote1014,00000019,001011140017,101143,002,010000,000000497726,Mastercard               ,20201011,130017,000000497726,000000,ARG
C12345678_Lote1014,00000020,001011140018,415590,100,005000,000000384095,Visa Débito              ,20201011,130018,000000768191,000000,ARG
C12345678_Lote1014,00000021,001011140019,101172,102,005000,000000295225,Maestro                  ,20201011,130019,000000590451,000000,ARG
