C23456790_Lote1100,00000002,001015180107,000000,006,010000,000000590451,Cabal                    ,20201015,172824,000000590451,111111,ARG
C23456790_Lote1100,00000003,001015180117,000000,006,010000,000000925350,Cabal                    ,20201015,172845,000000925350,111111,ARG
C23456790_Lote1100,00000004,001015180121,000000,006,010000,000000985550,Cabal                    ,20201015,172845,000000985550,111111,ARG
C23456790_Lote1100,00000005,001015180132,000000,006,010000,000000585697,Cabal                    ,20201015,172845,000000585697,111111,ARG
C23456790_Lote1100,00000006,001015180107,101518,006,012500,000000738063,Cabal                    ,20201015,172845,000000590451,000000,ARG
C23456790_Lote1100,00000007,001015180141,101552,003,010000,000000946284,American Express Propia  ,20201015,173439,000000946284,000000,ARG
C23456790_Lote1100,00000008,001015180139,101550,002,010000,000000679027,Mastercard               ,20201015,173524,000000679027,000000,ARG
C23456790_Lote1100,00000009,001015180136,101547,001,010000,000000410038,Visa                     ,20201015,173718,000000410038,000000,ARG
C23456790_Lote1100,00000010,001015180133,101544,002,010000,000000590451,Mastercard               ,20201015,173723,000000590451,000000,ARG
C23456790_Lote1100,00000011,001015180132,101543,006,012500,000000732121,Cabal                    ,20201015,173728,000000585697,000000,ARG
C23456790_Lote1100,00000012,001015180121,101532,006,012500,000001231937,Cabal                    ,20201015,174601,000000985550,000000,ARG
C23456790_Lote1100,00000013,001015180120,101531,004,010000,000000910300,American Express Bancaria,20201015,174705,000000910300,000000,ARG
C23456790_Lote1100,00000014,001015180119,101530,001,010000,000000955450,Visa                     ,20201015,174825,000000955450,000000,ARG
C23456790_Lote1100,00000015,001015180118,101529,004,010000,000000940400,American Express Bancaria,20201015,174904,000000940400,000000,ARG
C23456790_Lote1100,00000016,001015180117,101528,006,012500,000001156687,Cabal                    ,20201015,174904,000000925350,000000,ARG
C23456790_Lote1002,00000002,000011112222,110220,001,010000,000000020000,Visa                     ,20201002,191025,000000020000,000000,ARG
C23456790_Lote1002,00000003,000011112223,101574,002,010000,000000020000,Mastercard               ,20201002,191138,000000020000,000000,ARG
C23456790_Lote1002,00000004,000011112224,101576,003,010000,000000020000,American Express Propia  ,20201002,191223,000000020000,000000,ARG
C23456790_Lote1002,00000005,000011112225,101577,004,010000,000000020000,American Express Bancaria,20201002,191227,000000020000,000000,ARG
C23456790_Lote1002,00000006,000011112226,101163,006,012500,000000025000,Cabal                    ,20201002,191348,000000020000,000000,ARG
C23456790_Lote1002,00000007,000011112227,101142,008,012500,000000025000,Diners Club Internacional,20201002,191431,000000020000,000000,ARG
C23456790_Lote1002,00000008,000011112228,101169,100,005000,000000010000,Visa Débito              ,20201002,191442,000000020000,000000,ARG
C23456790_Lote1002,00000009,000011112229,101133,102,005000,000000010000,Maestro                  ,20201002,191503,000000020000,000000,ARG
C23456790_Lote1002,00000010,000011112230,101146,106,002500,000000005000,Cabal Débito             ,20201002,191617,000000020000,000000,ARG
C23456790_Lote1002,00000011,000011112231,101115,014,012500,000000025000,Tarjeta Naranja          ,20201002,191716,000000020000,000000,ARG
C23456790_Lote1003,00000002,001101190002,101560,100,005000,000000445551,Visa Débito              ,20201003,183646,000000891102,000000,ARG
C23456790_Lote1003,00000003,001101190007,101565,100,005000,000000440008,Visa Débito              ,20201003,184553,000000880016,000000,ARG
C23456790_Lote1003,00000004,001101190008,101566,008,012500,000001193047,Diners Club Internacional,20201003,184624,000000954438,000000,ARG
C23456790_Lote1003,00000005,001101190009,101567,100,005000,000000429626,Visa Débito              ,20201003,184630,000000859252,000000,ARG
C23456790_Lote1003,00000006,001101190010,101568,008,012500,000001116405,Diners Club Internacional,20201003,184756,000000893124,000000,ARG
C23456790_Lote1003,00000007,001101190011,101569,100,005000,000000051614,Visa Débito              ,20201003,184915,000000103228,000000,ARG
C23456790_Lote1003,00000008,001101190002,000000,100,010000,000000100000,Visa Débito              ,20201003,185336,000000100000,111111,ARG
C23456790_Lote1003,00000009,001101190007,000000,100,010000,000000100000,Visa Débito              ,20201003,185403,000000100000,111111,ARG
C23456790_Lote1003,00000010,001101190009,000000,100,010000,000000100000,Visa Débito              ,20201003,185416,000000100000,111111,ARG
C23456790_Lote1003,00000011,001101190011,000000,100,010000,000000100000,Visa Débito              ,20201003,185555,000000100000,111111,ARG
