C78901234_Lote1015,00000002,000011210000,110220,001,010000,000000110525,Visa                     ,20201015,110525,000000110525,000000,ARG
C78901234_Lote1015,00000003,000011210001,101574,001,010000,000000110635,Visa                     ,20201015,110635,000000110635,000000,ARG
C78901234_Lote1015,00000004,000011210002,101576,001,010000,000000110712,Visa                     ,20201015,110712,000000110712,000000,ARG
C78901234_Lote1015,00000005,000011210003,101577,001,010000,000000110815,Visa                     ,20201015,110815,000000110815,000000,ARG
C78901234_Lote1015,00000006,000011210004,101163,001,010000,000000110908,Visa                     ,20201015,110908,000000110908,000000,ARG
C78901234_Lote1015,00000007,000011210005,101142,001,010000,000000111003,Visa                     ,20201015,111003,000000111003,000000,ARG
C78901234_Lote1015,00000008,000011210006,101169,001,010000,000000111097,Visa                     ,20201015,111097,000000111097,000000,ARG
C78901234_Lote1015,00000009,000011210007,101133,001,010000,000000111192,Visa                     ,20201015,111192,000000111192,000000,ARG
C78901234_Lote1015,00000010,000011210008,101146,001,010000,000000111287,Visa                     ,20201015,111287,000000111287,000000,ARG
C78901234_Lote1015,00000011,000011210009,101115,001,010000,000000111382,Visa                     ,20201015,111382,000000111382,000000,ARG
C78901234_Lote1015,00000012,000011210010,103527,001,010000,000000111476,Visa                     ,20201015,111476,000000111476,000000,ARG
C78901234_Lote1015,00000013,000011210011,103492,001,010000,000000111571,Visa                     ,20201015,111571,000000111571,000000,ARG
C78901234_Lote1015,00000014,000011210012,108111,001,010000,000000111666,Visa                     ,20201015,111666,000000111666,000000,ARG
C78901234_Lote1015,00000015,000011210013,107386,001,010000,000000111760,Visa                     ,20201015,111760,000000111760,000000,ARG
C78901234_Lote1015,00000016,000011210014,104886,001,010000,000000111855,Visa                     ,20201015,111855,000000111855,000000,ARG
C78901234_Lote1015,00000017,000011210015,105682,001,010000,000000111950,Visa                     ,20201015,111950,000000111950,000000,ARG
C78901234_Lote1015,00000018,000011210016,102055,001,010000,000000112044,Visa                     ,20201015,112044,000000112044,000000,ARG
C78901234_Lote1015,00000019,000011210017,102480,001,010000,000000112139,Visa                     ,20201015,112139,000000112139,000000,ARG
C78901234_Lote1015,00000020,000011210018,102408,001,010000,000000112234,Visa                     ,20201015,112234,000000112234,000000,ARG
